DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
R402331,"Coma scale, best motor, abnormal flexion, in the field",R40233,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402342,"Coma scale, best motor response, flexion withdrawal, EMR",R40234,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402343,"Coma scale, best motor response, flexion withdrawal, admit",R40234,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402344,"Coma scale, best motor response, flexion withdrawal, 24+hrs",R40234,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402352,"Coma scale, best motor response, localizes pain, EMR",R40235,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402354,"Coma scale, best motor response, localizes pain, 24+hrs",R40235,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402350,"Coma scale, best motor response, localizes pain, unsp time",R40235,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402353,"Coma scale, best motor response, localizes pain, admit",R40235,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402361,"Coma scale, best motor, obeys commands, in the field",R40236,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402364,"Coma scale, best motor response, obeys commands, 24+hrs",R40236,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402362,"Coma scale, best motor response, obeys commands, EMR",R40236,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402363,"Coma scale, best motor response, obeys commands, admit",R40236,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402360,"Coma scale, best motor response, obeys commands, unsp time",R40236,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R40243,Glasgow coma scale score 3-8,R4024,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R40242,Glasgow coma scale score 9-12,R4024,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R40241,Glasgow coma scale score 13-15,R4024,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R40244,"Oth coma,w/o Glasgow coma scale score,or w/part score report",R4024,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402411,"Glasgow coma scale score 13-15, in the field",R40241,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402413,"Glasgow coma scale score 13-15, at hospital admission",R40241,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402412,"Glasgow coma scale score 13-15, EMR",R40241,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402410,"Glasgow coma scale score 13-15, unspecified time",R40241,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402414,"Glasgow coma scale score 13-15, 24+hrs",R40241,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402423,"Glasgow coma scale score 9-12, at hospital admission",R40242,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402421,"Glasgow coma scale score 9-12, in the field",R40242,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402420,"Glasgow coma scale score 9-12, unspecified time",R40242,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402422,"Glasgow coma scale score 9-12, EMR",R40242,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402424,"Glasgow coma scale score 9-12, 24+hrs",R40242,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402433,"Glasgow coma scale score 3-8, at hospital admission",R40243,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402432,"Glasgow coma scale score 3-8, EMR",R40243,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402430,"Glasgow coma scale score 3-8, unspecified time",R40243,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402431,"Glasgow coma scale score 3-8, in the field",R40243,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402434,"Glasgow coma scale score 3-8, 24+hrs",R40243,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402441,"Other coma, without Glasgow, or w/part score, in the field",R40244,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402443,"Other coma, without Glasgow, or w/part score, admit",R40244,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402444,"Other coma, without Glasgow, or w/part score, 24+hrs",R40244,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402440,"Other coma, without Glasgow, or w/part score, unsp time",R40244,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R402442,"Other coma, without documented Glasgow, or w/part score, EMR",R40244,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R411,Anterograde amnesia,R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R413,Other amnesia,R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R418,Oth symptoms and signs w cognitive functions and awareness,R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R414,Neurologic neglect syndrome,R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R412,Retrograde amnesia,R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R410,"Disorientation, unspecified",R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R419,Unsp symptoms and signs w cognitive functions and awareness,R41,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4181,Age-related cognitive decline,R418,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4184,Other specified cognitive deficit,R418,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4182,"Altered mental status, unspecified",R418,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4189,Oth symptoms and signs w cognitive functions and awareness,R418,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4183,Borderline intellectual functioning,R418,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R41840,Attention and concentration deficit,R4184,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R41842,Visuospatial deficit,R4184,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R41844,Frontal lobe and executive function deficit,R4184,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R41841,Cognitive communication deficit,R4184,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R41843,Psychomotor deficit,R4184,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R438,Other disturbances of smell and taste,R43,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R432,Parageusia,R43,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R430,Anosmia,R43,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R431,Parosmia,R43,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R439,Unspecified disturbances of smell and taste,R43,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R448,Oth symptoms and signs w general sensations and perceptions,R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R440,Auditory hallucinations,R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R449,Unsp symptoms and signs w general sensations and perceptions,R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R443,"Hallucinations, unspecified",R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R442,Other hallucinations,R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R441,Visual hallucinations,R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R455,Hostility,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R456,Violent behavior,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R457,"State of emotional shock and stress, unspecified",R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R452,Unhappiness,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R454,Irritability and anger,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R450,Nervousness,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R451,Restlessness and agitation,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R453,Demoralization and apathy,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4585,Homicidal and suicidal ideations,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4587,Impulsiveness,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4582,Worries,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4584,Anhedonia,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4589,Other symptoms and signs involving emotional state,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4583,"Excessive crying of child, adolescent or adult",R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4581,Low self-esteem,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4586,Emotional lability,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4588,Nonsuicidal self-harm,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R45850,Homicidal ideations,R4585,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R45851,Suicidal ideations,R4585,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R460,Very low level of personal hygiene,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R463,Overactivity,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R462,Strange and inexplicable behavior,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R465,Suspiciousness and marked evasiveness,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R464,Slowness and poor responsiveness,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R467,Verbosity and circumstantial detail obscuring rsn for cntct,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R466,Undue concern and preoccupation with stressful events,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R461,Bizarre personal appearance,R46,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4689,Other symptoms and signs involving appearance and behavior,R468,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4681,Obsessive-compulsive behavior,R468,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R479,Unspecified speech disturbances,R47,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R471,Dysarthria and anarthria,R47,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4702,Dysphasia,R470,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4701,Aphasia,R470,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4789,Other speech disturbances,R478,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4782,Fluency disorder in conditions classified elsewhere,R478,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4781,Slurred speech,R478,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R483,Visual agnosia,R48,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R480,Dyslexia and alexia,R48,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R489,Unspecified symbolic dysfunctions,R48,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R481,Agnosia,R48,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R482,Apraxia,R48,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R488,Other symbolic dysfunctions,R48,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R499,Unspecified voice and resonance disorder,R49,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R490,Dysphonia,R49,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R498,Other voice and resonance disorders,R49,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R491,Aphonia,R49,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4921,Hypernasality,R492,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R4922,Hyponasality,R492,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R502,Drug induced fever,R50,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R509,"Fever, unspecified",R50,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R508,Other specified fever,R50,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5083,Postvaccination fever,R508,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5081,Fever presenting with conditions classified elsewhere,R508,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5084,Febrile nonhemolytic transfusion reaction,R508,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5082,Postprocedural fever,R508,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R510,"Headache with orthostatic component, NEC",R51,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R519,"Headache, unspecified",R51,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R531,Weakness,R53,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R530,Neoplastic (malignant) related fatigue,R53,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R538,Other malaise and fatigue,R53,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R532,Functional quadriplegia,R53,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5382,"Chronic fatigue, unspecified",R538,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5383,Other fatigue,R538,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5381,Other malaise,R538,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R561,Post traumatic seizures,R56,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R569,Unspecified convulsions,R56,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5601,Complex febrile convulsions,R560,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R5600,Simple febrile convulsions,R560,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R570,Cardiogenic shock,R57,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R579,"Shock, unspecified",R57,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R578,Other shock,R57,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R571,Hypovolemic shock,R57,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R599,"Enlarged lymph nodes, unspecified",R59,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R591,Generalized enlarged lymph nodes,R59,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R590,Localized enlarged lymph nodes,R59,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R609,"Edema, unspecified",R60,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R600,Localized edema,R60,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R601,Generalized edema,R60,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R620,Delayed milestone in childhood,R62,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R627,Adult failure to thrive,R62,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R625,Oth and unsp lack of expected normal physiol dev in chldhd,R62,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6252,Short stature (child),R625,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6250,Unsp lack of expected normal physiol dev in childhood,R625,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6251,Failure to thrive (child),R625,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6259,Oth lack of expected normal physiol development in childhood,R625,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R633,Feeding difficulties,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R630,Anorexia,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R635,Abnormal weight gain,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R632,Polyphagia,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R631,Polydipsia,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R634,Abnormal weight loss,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R636,Underweight,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R638,Other symptoms and signs concerning food and fluid intake,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6339,Other feeding difficulties,R633,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6332,"Pediatric feeding disorder, chronic",R633,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6330,"Feeding difficulties, unspecified",R633,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6331,"Pediatric feeding disorder, acute",R633,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R652,Severe sepsis,R65,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6511,SIRS of non-infectious origin w acute organ dysfunction,R651,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6510,SIRS of non-infectious origin w/o acute organ dysfunction,R651,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6521,Severe sepsis with septic shock,R652,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6520,Severe sepsis without septic shock,R652,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R682,"Dry mouth, unspecified",R68,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R680,"Hypothermia, not associated w low environmental temperature",R68,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R683,Clubbing of fingers,R68,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R681,Nonspecific symptoms peculiar to infancy,R68,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6813,Apparent life threatening event in infant (ALTE),R681,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6812,Fussy infant (baby),R681,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6811,Excessive crying of infant (baby),R681,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6819,Other nonspecific symptoms peculiar to infancy,R681,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6881,Early satiety,R688,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6889,Other general symptoms and signs,R688,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6884,Jaw pain,R688,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6883,Chills (without fever),R688,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R6882,Decreased libido,R688,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R700,Elevated erythrocyte sedimentation rate,R70,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R701,Abnormal plasma viscosity,R70,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R718,Other abnormality of red blood cells,R71,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R710,Precipitous drop in hematocrit,R71,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R739,"Hyperglycemia, unspecified",R73,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
