DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
T83091D,"Mech compl of indwelling urethral catheter, subs",T83091,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
N410,Acute prostatitis,N41,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
M79609,Pain in unspecified limb,M7960,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
G14,Postpolio syndrome,,ICD10,SYSTEMIC ATROPHIES PRIMARILY AFFECTING THE CENTRAL NERVOUS SYSTEM (G10-G14),
I83893,Varicose veins of bi low extrem w oth complications,I8389,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
F429,"Obsessive-compulsive disorder, unspecified",F42,ICD10,"ANXIETY, DISSOCIATIVE, STRESS-RELATED, SOMATOFORM AND OTHER NONPSYCHOTIC MENTAL DISORDERS (F40-F48)",
N6459,Other signs and symptoms in breast,N645,ICD10,DISORDERS OF BREAST (N60-N65),
M7051,"Other bursitis of knee, right knee",M705,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
F1210,"Cannabis abuse, uncomplicated",F121,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
N3592,"Unspecified urethral stricture, female",N359,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
S76312A,"Strain of msl/fasc/tnd post grp at thi lev, left thigh, init",S76312,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
S065X0A,"Traum subdr hem w/o loss of consciousness, init",S065X0,ICD10,INJURIES TO THE HEAD (S00-S09),
L218,Other seborrheic dermatitis,L21,ICD10,DERMATITIS AND ECZEMA (L20-L30),
M79606,"Pain in leg, unspecified",M7960,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
I6782,Cerebral ischemia,I678,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
D573,Sickle-cell trait,D57,ICD10,HEMOLYTIC ANEMIAS (D55-D59),
T753XXA,"Motion sickness, initial encounter",T753,ICD10,OTHER AND UNSPECIFIED EFFECTS OF EXTERNAL CAUSES (T66-T78),
R062,Wheezing,R06,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
M170,Bilateral primary osteoarthritis of knee,M17,ICD10,OSTEOARTHRITIS (M15-M19),
K2270,Barrett's esophagus without dysplasia,K227,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
R9431,Abnormal electrocardiogram [ECG] [EKG],R943,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R110,Nausea,R11,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
S93401D,"Sprain of unspecified ligament of right ankle, subs encntr",S93401,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
S90422A,"Blister (nonthermal), left great toe, initial encounter",S90422,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
N3641,Hypermobility of urethra,N364,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
F17219,"Nicotine dependence, cigarettes, w unsp disorders",F1721,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
R296,Repeated falls,R29,ICD10,SYMPTOMS AND SIGNS INVOLVING THE NERVOUS AND MUSCULOSKELETAL SYSTEMS (R25-R29),
K645,Perianal venous thrombosis,K64,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
R2681,Unsteadiness on feet,R268,ICD10,SYMPTOMS AND SIGNS INVOLVING THE NERVOUS AND MUSCULOSKELETAL SYSTEMS (R25-R29),
I70212,"Athscl native arteries of extrm w intrmt claud, left leg",I7021,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
R34,Anuria and oliguria,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
Z6843,"Body mass index (BMI) 50.0-59.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
E790,Hyperuricemia w/o signs of inflam arthrit and tophaceous dis,E79,ICD10,METABOLIC DISORDERS (E70-E88),
J95830,Postproc hemor of a resp sys org fol a resp sys procedure,J9583,ICD10,"INTRAOPERATIVE AND POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF RESPIRATORY SYSTEM, NOT ELSEWHERE CLASSIFIED (J95)",
L02611,Cutaneous abscess of right foot,L0261,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
R358,Other polyuria,R35,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
J99,Respiratory disorders in diseases classified elsewhere,,ICD10,OTHER DISEASES OF THE RESPIRATORY SYSTEM (J96-J99),
I70238,Athscl native art of right leg with ulcer oth prt low leg,I7023,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
K551,Chronic vascular disorders of intestine,K55,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
C44619,"Basal cell carcinoma skin/ left upper limb, inc shoulder",C4461,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
I97618,Postproc hemor of a circ sys org fol other circ sys proc,I9761,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
I69054,Hemiplga following ntrm subarach hemor aff left nondom side,I6905,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
D4411,Neoplasm of uncertain behavior of right adrenal gland,D441,ICD10,"NEOPLASMS OF UNCERTAIN BEHAVIOR, POLYCYTHEMIA VERA AND MYELODYSPLASTIC SYNDROMES (D37-D48)",
M7670,"Peroneal tendinitis, unspecified leg",M767,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
M67479,"Ganglion, unspecified ankle and foot",M6747,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
S63618A,"Unspecified sprain of other finger, initial encounter",S63618,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
G245,Blepharospasm,G24,ICD10,EXTRAPYRAMIDAL AND MOVEMENT DISORDERS (G20-G26),
L731,Pseudofolliculitis barbae,L73,ICD10,DISORDERS OF SKIN APPENDAGES (L60-L75),
A6923,Arthritis due to Lyme disease,A692,ICD10,OTHER SPIROCHETAL DISEASES (A65-A69),
M7700,"Medial epicondylitis, unspecified elbow",M770,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
M545,Low back pain,,ICD10,OTHER DORSOPATHIES (M50-M54),
I748,Embolism and thrombosis of other arteries,I74,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
S56311A,"Strain extn/abdr musc/fasc/tend of r thm at forarm lv, init",S56311,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
S83511A,"Sprain of anterior cruciate ligament of right knee, init",S83511,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
E783,Hyperchylomicronemia,E78,ICD10,METABOLIC DISORDERS (E70-E88),
S88112S,"Complete traum amp at lev betw kn and ankl, l low leg, sqla",S88112,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
C8112,"Nodular sclerosis class Hodgkin lymphoma, intrathorac nodes",C811,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
S46211A,"Strain of musc/fasc/tend prt biceps, right arm, init",S46211,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
Z66,Do not resuscitate,,ICD10,DO NOT RESUSCITATE STATUS (Z66),
S36439A,"Laceration of unsp part of small intestine, init encntr",S36439,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
F1990,"Other psychoactive substance use, unspecified, uncomplicated",F199,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
M47892,"Other spondylosis, cervical region",M4789,ICD10,SPONDYLOPATHIES (M45-M49),
Y842,"Radiolog proc/radiothrpy cause abn react/compl, w/o misadvnt",Y84,ICD10,"SURGICAL AND OTHER MEDICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF THE PATIENT, OR OF LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT THE TIME OF THE PROCEDURE (Y83-Y84)",
G311,"Senile degeneration of brain, not elsewhere classified",G31,ICD10,OTHER DEGENERATIVE DISEASES OF THE NERVOUS SYSTEM (G30-G32),
K146,Glossodynia,K14,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
I7092,Chronic total occlusion of artery of the extremities,I709,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
K912,"Postsurgical malabsorption, not elsewhere classified",K91,ICD10,OTHER DISEASES OF THE DIGESTIVE SYSTEM (K90-K95),
M25462,"Effusion, left knee",M2546,ICD10,OTHER JOINT DISORDERS (M20-M25),
F10129,"Alcohol abuse with intoxication, unspecified",F1012,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
Z86018,Personal history of other benign neoplasm,Z8601,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
N521,Erectile dysfunction due to diseases classified elsewhere,N52,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
S46291A,"Inj muscle, fascia and tendon of prt biceps, right arm, init",S46291,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
I479,"Paroxysmal tachycardia, unspecified",I47,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
E1322,Oth diabetes mellitus with diabetic chronic kidney disease,E132,ICD10,DIABETES MELLITUS (E08-E13),
H00013,"Hordeolum externum right eye, unspecified eyelid",H0001,ICD10,"DISORDERS OF EYELID, LACRIMAL SYSTEM AND ORBIT (H00-H05)",
I493,Ventricular premature depolarization,I49,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
T383X5A,"Adverse effect of insulin and oral hypoglycemic drugs, init",T383X5,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
S90812A,"Abrasion, left foot, initial encounter",S90812,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
S42402A,"Unsp fracture of lower end of left humerus, init for clos fx",S42402,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
D045,Carcinoma in situ of skin of trunk,D04,ICD10,IN SITU NEOPLASMS (D00-D09),
J3501,Chronic tonsillitis,J350,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
K143,Hypertrophy of tongue papillae,K14,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
J4551,Severe persistent asthma with (acute) exacerbation,J455,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
C8333,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",C833,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
Z08,Encntr for follow-up exam after trtmt for malignant neoplasm,,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
Z6820,"Body mass index (BMI) 20.0-20.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
H16229,"Keratoconjunct sicca, not specified as Sjogren's, unsp eye",H1622,ICD10,"DISORDERS OF SCLERA, CORNEA, IRIS AND CILIARY BODY (H15-H22)",
I7774,Dissection of vertebral artery,I777,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
I4519,Other right bundle-branch block,I451,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
S32435A,"Nondisp fx of anterior column of left acetabulum, init",S32435,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
M25461,"Effusion, right knee",M2546,ICD10,OTHER JOINT DISORDERS (M20-M25),
S62620A,"Disp fx of medial phalanx of right index finger, init",S62620,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
B028,Zoster with other complications,B02,ICD10,VIRAL INFECTIONS CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS (B00-B09),
B09,Unsp viral infection with skin and mucous membrane lesions,,ICD10,VIRAL INFECTIONS CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS (B00-B09),
Z859,"Personal history of malignant neoplasm, unspecified",Z85,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I611,"Nontraumatic intcrbl hemorrhage in hemisphere, cortical",I61,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
Z6821,"Body mass index [BMI] 21.0-21.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
I455,Other specified heart block,I45,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
K5010,Crohn's disease of large intestine without complications,K501,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
Q205,Discordant atrioventricular connection,Q20,ICD10,CONGENITAL MALFORMATIONS OF THE CIRCULATORY SYSTEM (Q20-Q28),
S82252A,"Displaced comminuted fracture of shaft of left tibia, init",S82252,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
Z9229,Personal history of other drug therapy,Z922,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
O903,Peripartum cardiomyopathy,O90,ICD10,COMPLICATIONS PREDOMINANTLY RELATED TO THE PUERPERIUM (O85-O92),
J45998,Other asthma,J4599,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
R10814,Left lower quadrant abdominal tenderness,R1081,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
I4819,Other persistent atrial fibrillation,I481,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
Z681,"Body mass index (BMI) 19.9 or less, adult",Z68,ICD10,BODY MASS INDEX [BMI] (Z68),
K5289,Other specified noninfective gastroenteritis and colitis,K528,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
L97309,Non-pressure chronic ulcer of unsp ankle with unsp severity,L9730,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
S60012A,"Contusion of left thumb without damage to nail, init encntr",S60012,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
Z13820,Encounter for screening for osteoporosis,Z1382,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
Z6838,"Body mass index (BMI) 38.0-38.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
L03039,Cellulitis of unspecified toe,L0303,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,E114,ICD10,DIABETES MELLITUS (E08-E13),
G5643,Causalgia of bilateral upper limbs,G564,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
L0102,Bockhart's impetigo,L010,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
S7222XA,"Displaced subtrochanteric fracture of left femur, init",S7222,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
K55039,"Acute ischemia of large intestine, extent unspecified",K5503,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
S065X0D,"Traum subdr hem w/o loss of consciousness, subs",S065X0,ICD10,INJURIES TO THE HEAD (S00-S09),
S93431D,"Sprain of tibiofibular ligament of right ankle, subs encntr",S93431,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
B1910,Unspecified viral hepatitis B without hepatic coma,B191,ICD10,VIRAL HEPATITIS (B15-B19),
G4713,Recurrent hypersomnia,G471,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
Z6828,"Body mass index (BMI) 28.0-28.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
C186,Malignant neoplasm of descending colon,C18,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
I9589,Other hypotension,I958,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
K650,Generalized (acute) peritonitis,K65,ICD10,DISEASES OF PERITONEUM AND RETROPERITONEUM (K65-K68),
S46012A,"Strain of musc/tend the rotator cuff of left shoulder, init",S46012,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
I63139,Cerebral infarction due to embolism of unsp carotid artery,I6313,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
M4856XD,"Collapsed vert, NEC, lumbar region, subs for fx w routn heal",M4856,ICD10,SPONDYLOPATHIES (M45-M49),
B9789,Oth viral agents as the cause of diseases classd elswhr,B978,ICD10,BACTERIAL AND VIRAL INFECTIOUS AGENTS (B95-B97),
G5752,"Tarsal tunnel syndrome, left lower limb",G575,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
Z1501,Genetic susceptibility to malignant neoplasm of breast,Z150,ICD10,GENETIC CARRIER AND GENETIC SUSCEPTIBILITY TO DISEASE (Z14-Z15),
D128,Benign neoplasm of rectum,D12,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
T50905S,"Adverse effect of unsp drug/meds/biol subst, sequela",T50905,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
L97522,Non-prs chronic ulcer oth prt left foot w fat layer exposed,L9752,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
M7981,Nontraumatic hematoma of soft tissue,M798,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
M79671,Pain in right foot,M7967,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
W541XXA,"Struck by dog, initial encounter",W541,ICD10,EXPOSURE TO ANIMATE MECHANICAL FORCES (W50-W64),
T24212A,"Burn of second degree of left thigh, initial encounter",T24212,ICD10,"BURNS AND CORROSIONS OF EXTERNAL BODY SURFACE, SPECIFIED BY SITE (T20-T25)",
D519,"Vitamin B12 deficiency anemia, unspecified",D51,ICD10,NUTRITIONAL ANEMIAS (D50-D53),
Z1331,Encounter for screening for depression,Z133,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
I480,Paroxysmal atrial fibrillation,I48,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
D72829,"Elevated white blood cell count, unspecified",D7282,ICD10,OTHER DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS (D70-D77),
E11319,Type 2 diabetes w unsp diabetic rtnop w/o macular edema,E1131,ICD10,DIABETES MELLITUS (E08-E13),
N50811,Right testicular pain,N5081,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
H1033,"Unspecified acute conjunctivitis, bilateral",H103,ICD10,DISORDERS OF CONJUNCTIVA (H10-H11),
I499,"Cardiac arrhythmia, unspecified",I49,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
I340,Nonrheumatic mitral (valve) insufficiency,I34,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
H6122,"Impacted cerumen, left ear",H612,ICD10,DISEASES OF EXTERNAL EAR (H60-H62),
S61219A,"Laceration w/o fb of unsp finger w/o damage to nail, init",S61219,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
I4892,Unspecified atrial flutter,I489,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
Z8616,Personal history of COVID-19,Z861,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
F29,Unsp psychosis not due to a substance or known physiol cond,,ICD10,"SCHIZOPHRENIA, SCHIZOTYPAL, DELUSIONAL, AND OTHER NON-MOOD PSYCHOTIC DISORDERS (F20-F29)",
M2500,"Hemarthrosis, unspecified joint",M250,ICD10,OTHER JOINT DISORDERS (M20-M25),
N83209,"Unspecified ovarian cyst, unspecified side",N8320,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
M79601,Pain in right arm,M7960,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
Z13220,Encounter for screening for lipoid disorders,Z1322,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
I69312,Vis def/sptl nglct following cerebral infarction,I6931,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
S42252S,"Disp fx of greater tuberosity of left humerus, sequela",S42252,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
M67873,"Other specified disorders of tendon, right ankle and foot",M6787,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
O98313,"Oth infect w sexl mode of transmiss comp preg, third tri",O9831,ICD10,"OTHER OBSTETRIC CONDITIONS, NOT ELSEWHERE CLASSIFIED (O94-O9A)",
R2233,"Localized swelling, mass and lump, upper limb, bilateral",R223,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
Z207,"Cntct w & expsr to pediculosis, acariasis & oth infestations",Z20,ICD10,662,
I1311,"Hyp hrt and chr kdny dis w/o hrt fail, w stg 5 chr kdny/ESRD",I131,ICD10,HYPERTENSIVE DISEASES (I10-I16),
K631,Perforation of intestine (nontraumatic),K63,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
M4802,"Spinal stenosis, cervical region",M480,ICD10,SPONDYLOPATHIES (M45-M49),
F919,"Conduct disorder, unspecified",F91,ICD10,BEHAVIORAL AND EMOTIONAL DISORDERS WITH ONSET USUALLY OCCURRING IN CHILDHOOD AND ADOLESCENCE (F90-F98),
I348,Other nonrheumatic mitral valve disorders,I34,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
C799,Secondary malignant neoplasm of unspecified site,C79,ICD10,"MALIGNANT NEOPLASMS OF ILL-DEFINED, OTHER SECONDARY AND UNSPECIFIED SITES (C76-C80)",
Z90710,Acquired absence of both cervix and uterus,Z9071,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
L97412,Non-prs chr ulcer of right heel and midft w fat layer expos,L9741,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
L308,Other specified dermatitis,L30,ICD10,DERMATITIS AND ECZEMA (L20-L30),
D3501,Benign neoplasm of right adrenal gland,D350,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
T451X5A,"Adverse effect of antineoplastic and immunosup drugs, init",T451X5,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
S069X0A,"Unsp intracranial injury w/o loss of consciousness, init",S069X0,ICD10,INJURIES TO THE HEAD (S00-S09),
G5622,"Lesion of ulnar nerve, left upper limb",G562,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
B9689,Oth bacterial agents as the cause of diseases classd elswhr,B968,ICD10,BACTERIAL AND VIRAL INFECTIOUS AGENTS (B95-B97),
E1110,Type 2 diabetes mellitus with ketoacidosis without coma,E111,ICD10,DIABETES MELLITUS (E08-E13),
R351,Nocturia,R35,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
Z3042,Encounter for surveillance of injectable contraceptive,Z304,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN CIRCUMSTANCES RELATED TO REPRODUCTION (Z30-Z39),
S72002B,"Fx unsp part of neck of left femur, init for opn fx type I/2",S72002,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
V892XXA,"Person injured in unsp motor-vehicle accident, traffic, init",V892,ICD10,OTHER LAND TRANSPORT ACCIDENTS (V80-V89),
M19042,"Primary osteoarthritis, left hand",M1904,ICD10,OSTEOARTHRITIS (M15-M19),
B356,Tinea cruris,B35,ICD10,MYCOSES (B35-B49),
N3943,Post-void dribbling,N394,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
G546,Phantom limb syndrome with pain,G54,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
Z98890,Other specified postprocedural states,Z9889,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
S52502A,"Unsp fracture of the lower end of left radius, init",S52502,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
T383X6D,"Underdosing of insulin and oral hypoglycemic drugs, subs",T383X6,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
N921,Excessive and frequent menstruation with irregular cycle,N92,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
N420,Calculus of prostate,N42,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
L918,Other hypertrophic disorders of the skin,L91,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
I82442,Acute embolism and thrombosis of left tibial vein,I8244,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
T82868A,"Thrombosis due to vascular prosth dev/grft, init",T82868,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
I80209,Phlbts and thombophlb of unsp deep vessels of unsp low extrm,I8020,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
K2941,Chronic atrophic gastritis with bleeding,K294,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
R4589,Other symptoms and signs involving emotional state,R458,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
N800,Endometriosis of uterus,N80,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
